date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2018-07-03,98.8744,99.022,97.359,97.4672,14670275,14670275,-0.944661,-0.96,98.0677,"Jul 3, 18",1.6909327841062824
2018-07-05,97.91,98.3233,97.4475,98.1659,18977402,18977402,0.698655,0.717,97.9983,"Jul 5, 18",1.7102229118236583
2018-07-06,98.2889,99.8092,98.0773,99.5435,19234627,19234627,1.3776,1.403,99.2493,"Jul 6, 18",1.7482565170096576
2018-07-09,100.021,100.6161,99.6331,100.2225,18211980,18211980,0.678974,0.682,100.0649,"Jul 9, 18",1.767002755338123
2018-07-10,100.3701,100.8719,100.2323,100.4882,19293140,19293140,0.265686,0.265,100.5279,"Jul 10, 18",1.7743383599388198
2018-07-11,99.5337,100.7047,99.4845,100.3504,19644648,19644648,-0.137763,-0.137,100.2994,"Jul 11, 18",1.7705338950762823
2018-07-12,101.1278,102.7416,101.0884,102.5251,24335929,24335929,2.1747,2.167,102.1631,"Jul 12, 18",1.830574314064372
2018-07-13,102.7022,103.9126,102.4267,103.7453,24653500,24653500,1.2202,1.19,103.3383,"Jul 13, 18",1.8642623258587654
2018-07-16,103.7158,104.1291,102.8449,103.2336,21786912,21786912,-0.511691,-0.493,103.414,"Jul 16, 18",1.8501350060462833
2018-07-17,102.9384,104.7982,102.653,104.257,25901726,25901726,1.0234,0.991,103.9454,"Jul 17, 18",1.8783896456712483
2018-07-18,104.2471,104.3554,103.0417,103.4402,29493927,29493927,-0.816738,-0.783,103.4472,"Jul 18, 18",1.8558389424802466
2018-07-19,103.2533,103.6272,102.2299,102.7317,40171646,40171646,-0.708494,-0.685,102.8746,"Jul 19, 18",1.8362782504983353
2018-07-20,106.3529,106.471,104.3849,104.5719,56038827,56038827,1.8401,1.791,105.2552,"Jul 20, 18",1.8870835933143022
2018-07-23,104.6014,106.412,104.4341,106.2447,29706955,29706955,1.6728,1.6,105.8917,"Jul 23, 18",1.9332672567544438
2018-07-24,106.8351,107.0811,105.546,105.9396,26316619,26316619,-0.305046,-0.287,106.1333,"Jul 24, 18",1.924843873375924
2018-07-25,106.2299,109.3739,105.8806,109.059,30798058,30798058,3.1193,2.944,107.8114,"Jul 25, 18",2.010966135293176
2018-07-26,108.9704,109.2263,107.7502,107.8683,31372110,31372110,-1.1907,-1.092,108.2211,"Jul 26, 18",1.9780925771522289
2018-07-27,108.4194,108.4194,104.4439,105.9593,37005292,37005292,-1.909,-1.77,106.1908,"Jul 27, 18",1.9253877627648355
2018-07-30,105.4772,105.8117,103.086,103.6862,34668327,34668327,-2.2731,-2.145,103.9644,"Jul 30, 18",1.8626306576920315
2018-07-31,104.7883,105.0147,103.6961,104.3849,27655152,27655152,0.698653,0.674,104.434,"Jul 31, 18",1.881920785409408
2018-08-01,104.3357,104.745,103.7354,104.5817,23628699,23628699,0.196805,0.189,104.3706,"Aug 1, 18",1.8873541575788364
2018-08-02,103.7158,106.3628,103.1647,105.8511,26104258,26104258,1.2694,1.214,105.2993,"Aug 2, 18",1.9224005124155872
2018-08-03,106.0774,106.3234,105.1131,106.3136,18659599,18659599,0.46249,0.437,105.8605,"Aug 3, 18",1.9351694891857119
2018-08-06,106.3923,106.6875,105.8403,106.4021,20265947,20265947,0.088562,0.083,106.3216,"Aug 6, 18",1.9376128501460497
2018-08-07,106.8253,107.3566,106.4415,107.1402,16080214,16080214,0.738015,0.694,107.0211,"Aug 7, 18",1.9579907566412487
2018-08-08,107.583,107.9963,107.022,107.7404,15487502,15487502,0.600253,0.56,107.5252,"Aug 8, 18",1.9745614374140685
2018-08-09,107.9569,108.3997,107.8486,107.9175,13677211,13677211,0.177123,0.164,108.1223,"Aug 9, 18",1.9794509201945856
2018-08-10,107.6715,107.9372,106.6481,107.2582,18183724,18183724,-0.659294,-0.611,107.395,"Aug 10, 18",1.9612485712550318
2018-08-13,107.4944,107.829,106.3726,106.4809,18474884,18474884,-0.777376,-0.725,106.8994,"Aug 13, 18",1.9397884077016947
2018-08-14,106.8253,107.9963,106.3136,107.8093,16788314,16788314,1.3284,1.248,107.4679,"Aug 14, 18",1.9764636698453364
2018-08-15,107.1673,107.6562,105.5176,106.3474,29982806,29982806,-1.4619,-1.356,106.2463,"Aug 15, 18",1.9361026598123723
2018-08-16,106.9796,107.5328,105.9918,106.3276,21384289,21384289,-0.019756,-0.019,106.6082,"Aug 16, 18",1.9355560095636186
2018-08-17,106.051,106.5845,105.3892,106.2684,18061512,18061512,-0.059268,-0.056,105.9766,"Aug 17, 18",1.9339215805370424
2018-08-20,106.1992,106.5845,105.1818,105.567,17914201,17914201,-0.701343,-0.66,105.6712,"Aug 20, 18",1.9145569096039268
2018-08-21,105.6164,106.0412,104.5595,104.6879,22881861,22881861,-0.879149,-0.833,105.2314,"Aug 21, 18",1.8902861907312414
2018-08-22,104.5595,106.0313,104.4903,105.7547,18000639,18000639,1.0668,1.019,105.3432,"Aug 22, 18",1.9197390435277162
2018-08-23,105.8436,106.861,105.567,106.2486,18167723,18167723,0.493904,0.467,106.3887,"Aug 23, 18",1.933374930288289
2018-08-24,106.3573,107.2364,106.2486,107.0784,17234020,17234020,0.829759,0.781,106.9075,"Aug 24, 18",1.9562845452587754
2018-08-27,107.9378,108.3032,107.187,108.2637,19662331,19662331,1.1854,1.107,107.8882,"Aug 27, 18",1.989009016968245
2018-08-28,108.5996,109.1528,108.4514,108.9157,19151528,19151528,0.651954,0.602,108.8174,"Aug 28, 18",2.0070098231393185
2018-08-29,109.1034,110.6641,108.9256,110.6542,20818044,20818044,1.7385,1.596,110.2007,"Aug 29, 18",2.0550073714957793
2018-08-30,110.3085,111.237,110.0813,110.5851,22798702,22798702,-0.069147,-0.062,110.6546,"Aug 30, 18",2.053099617344826
2018-08-31,110.3233,111.402,110.1554,110.9604,23222713,23222713,0.375367,0.339,110.8097,"Aug 31, 18",2.0634611243325622
2018-09-04,109.4985,110.59,108.8762,110.348,22634641,22634641,-0.612441,-0.552,110.0185,"Sep 4, 18",2.046553618658995
2018-09-05,109.6565,110.0615,106.782,107.1673,32872352,32872352,-3.1807,-2.882,107.6644,"Sep 5, 18",1.9587389496584815
2018-09-06,106.9302,107.6612,106.1992,107.4142,23477624,23477624,0.246951,0.23,107.0544,"Sep 6, 18",1.965555512608847
2018-09-07,106.9104,107.3992,105.9226,106.8907,22498646,22498646,-0.523538,-0.487,106.8853,"Sep 7, 18",1.951102411334986
2018-09-10,107.513,108.3032,107.0388,108.0464,20727906,20727906,1.1557,1.081,107.8274,"Sep 10, 18",1.983009668531168
2018-09-11,107.5723,110.2295,107.5624,109.8837,24301774,24301774,1.8373,1.7,109.4863,"Sep 11, 18",2.033734946411711
2018-09-12,110.0714,110.4863,109.1626,110.348,18891064,18891064,0.464269,0.423,110.0009,"Sep 12, 18",2.046553618658995
2018-09-13,110.753,112.3384,110.753,111.5334,26055620,26055620,1.1854,1.074,111.504,"Sep 13, 18",2.0792808512283067
2018-09-14,111.9779,112.3434,111.0691,111.9878,19122349,19122349,0.454392,0.407,111.8647,"Sep 14, 18",2.0918261983512147
2018-09-17,112.3039,112.3137,110.4962,110.7728,20736516,20736516,-1.215,-1.085,111.1899,"Sep 17, 18",2.0582817512686153
2018-09-18,110.8222,112.3088,110.3579,111.8297,22170934,22170934,1.057,0.954,111.8742,"Sep 18, 18",2.087461278940714
2018-09-19,111.6717,111.9384,109.6812,110.3381,21728429,21728429,-1.4916,-1.334,110.4062,"Sep 19, 18",2.0462802935346187
2018-09-20,110.9111,112.4125,110.5653,112.1853,23714512,23714512,1.8472,1.674,112.001,"Sep 20, 18",2.0972788965395384
2018-09-21,112.6101,113.8844,112.1261,112.8669,71229698,71229698,0.681588,0.608,112.7631,"Sep 21, 18",2.1160969172239
2018-09-24,111.6519,113.4991,110.8493,113.2719,27334460,27334460,0.405001,0.359,112.7347,"Sep 24, 18",2.1272783995847666
2018-09-25,113.4003,113.6967,112.3631,113.0546,22668014,22668014,-0.217317,-0.192,112.9487,"Sep 25, 18",2.1212790511476896
2018-09-26,113.0744,113.6522,112.3533,112.5903,19352025,19352025,-0.46427,-0.411,112.9931,"Sep 26, 18",2.108460378900405
2018-09-27,113.3806,113.509,112.8076,113.0151,19091299,19091299,0.424758,0.377,113.1594,"Sep 27, 18",2.1201885115100247
2018-09-28,112.7978,113.1731,112.294,112.9756,21647811,21647811,-0.039513,-0.035,112.8354,"Sep 28, 18",2.11909797187236
2018-10-01,113.3509,114.2696,113.3312,114.2005,18883079,18883079,1.2249,1.084,113.9961,"Oct 1, 18",2.1529157440793365
2018-10-02,113.8942,114.4277,113.0447,113.7461,20787239,20787239,-0.454391,-0.398,113.8664,"Oct 2, 18",2.140370396956428
2018-10-03,114.0128,114.7635,113.5287,113.7658,16648018,16648018,0.019757,0.017,114.1116,"Oct 3, 18",2.1409142863453394
2018-10-04,113.2126,113.3596,110.269,111.4148,34821717,34821717,-2.351,-2.067,111.4622,"Oct 4, 18",2.0760064714554702
2018-10-05,111.2568,111.7902,109.2911,110.7629,29068859,29068859,-0.651953,-0.585,110.645,"Oct 5, 18",2.0580084261442386
2018-10-08,110.2986,110.6641,108.0069,109.4985,29640588,29640588,-1.2644,-1.142,109.4269,"Oct 8, 18",2.023100114299598
2018-10-09,109.785,111.7013,109.4491,110.8913,26198594,26198594,1.3928,1.272,110.8363,"Oct 9, 18",2.06155337018161
2018-10-10,109.8837,110.1406,104.5002,104.8657,61376315,61376315,-6.0256,-5.434,106.8432,"Oct 10, 18",1.8951949995306543
2018-10-11,104.0656,107.6019,102.9296,104.6187,63904282,63904282,-0.246952,-0.235,105.5349,"Oct 11, 18",1.8883756757204464
2018-10-12,107.6809,109.8837,105.814,108.2341,47742109,47742109,3.6154,3.456,107.3605,"Oct 12, 18",1.9881918024549565
2018-10-15,107.5821,108.1452,105.6429,106.2881,32068103,32068103,-1.946,-1.798,106.856,"Oct 15, 18",1.9344654699259538
2018-10-16,108.2045,110.0517,107.6217,109.6467,31610164,31610164,3.3585,3.16,109.0755,"Oct 16, 18",2.027191708585722
2018-10-17,110.3184,110.4468,108.2126,109.3602,26548243,26548243,-0.286464,-0.261,109.1617,"Oct 17, 18",2.01928184513785
2018-10-18,108.7576,109.1824,106.5153,107.1771,32506192,32506192,-2.1831,-1.996,107.5061,"Oct 18, 18",1.9590095139230164
2018-10-19,107.6019,109.5084,106.8907,107.3352,32785475,32785475,0.158049,0.147,107.9464,"Oct 19, 18",1.9633744333335175
2018-10-22,107.9871,109.1923,106.9203,108.2934,26545607,26545607,0.958173,0.893,108.2352,"Oct 22, 18",1.989828992341375
2018-10-23,106.456,107.6414,103.8285,106.782,43770429,43770429,-1.5113,-1.396,105.7145,"Oct 23, 18",1.9481013566865264
2018-10-24,107.0882,107.1673,100.3515,101.0725,63897759,63897759,-5.7095,-5.347,103.5431,"Oct 24, 18",1.7904700639967313
2018-10-25,105.2509,107.9378,104.8558,106.9796,61646819,61646819,5.9071,5.844,106.7008,"Oct 25, 18",1.953556815734693
2018-10-26,104.4014,107.4241,103.4827,105.6559,55523104,55523104,-1.3237,-1.237,105.3671,"Oct 26, 18",1.9170113140036338
2018-10-29,106.787,107.3747,100.3909,102.5838,55162001,55162001,-3.0721,-2.908,103.7477,"Oct 29, 18",1.8321949387917376
2018-10-30,102.3962,103.1074,98.8894,102.4653,65350878,65350878,-0.118537,-0.116,101.2809,"Oct 30, 18",1.828923319878743
2018-10-31,104.1495,106.8215,104.1051,105.5077,51062383,51062383,3.0424,2.969,105.8546,"Oct 31, 18",1.9129197197175092
2018-11-01,105.7448,106.0115,104.2434,104.6286,33384201,33384201,-0.879149,-0.833,104.8712,"Nov 1, 18",1.8886490008448236
2018-11-02,105.1818,106.0115,103.6951,104.8657,37680194,37680194,0.237074,0.227,104.696,"Nov 2, 18",1.8951949995306543
2018-11-05,105.0731,106.4264,104.6088,106.1992,27922144,27922144,1.3335,1.272,105.4881,"Nov 5, 18",1.9320110655262477
2018-11-06,106.0708,107.513,104.9842,106.4067,24340248,24340248,0.207439,0.195,106.2569,"Nov 6, 18",1.9377398496987905
2018-11-07,108.1057,110.8715,108.0662,110.595,37901704,37901704,4.1883,3.936,110.0956,"Nov 7, 18",2.053372942469203
2018-11-08,110.4369,110.8419,109.5578,110.3875,25644105,25644105,-0.20744,-0.188,110.1007,"Nov 8, 18",2.04764415829666
2018-11-09,109.4985,110.0912,107.434,108.2341,32039223,32039223,-2.1534,-1.951,108.2967,"Nov 9, 18",1.9881918024549565
2018-11-12,108.0859,108.6193,104.8064,105.567,33621807,33621807,-2.6671,-2.464,105.9359,"Nov 12, 18",1.9145569096039268
2018-11-13,106.2387,107.4142,105.3398,105.6362,35374583,35374583,0.069146,0.065,106.2459,"Nov 13, 18",1.9164674246147224
2018-11-14,107.2433,107.402,103.642,104.1381,39495141,39495141,-1.4981,-1.418,104.8745,"Nov 14, 18",1.8751069833188847
2018-11-15,104.1579,106.9457,103.0865,106.4298,38505165,38505165,2.2917,2.201,105.3959,"Nov 15, 18",1.9383776083223363
2018-11-16,106.2314,108.0171,105.9536,107.4318,33502121,33502121,1.002,0.941,107.1439,"Nov 16, 18",1.9660414239410722
2018-11-19,107.4119,107.6996,102.7293,103.7909,44773899,44773899,-3.6409,-3.389,104.1321,"Nov 19, 18",1.865521277946804
2018-11-20,100.9932,102.1539,98.5654,100.9039,64052457,64052457,-2.8869,-2.781,100.7515,"Nov 20, 18",1.7858152543028003
2018-11-21,102.7789,103.6024,101.4297,102.2928,28130621,28130621,1.3889,1.376,102.6577,"Nov 21, 18",1.824160836650967
2018-11-23,101.3603,102.9872,101.1916,102.2531,13823099,13823099,-0.039683,-0.039,102.3303,"Nov 23, 18",1.8230647752936175
2018-11-26,103.9595,105.7849,103.7512,105.6262,32336165,32336165,3.3731,3.299,104.8689,"Nov 26, 18",1.916191338630503
2018-11-27,105.4278,106.4794,104.525,106.2909,29124486,29124486,0.66469,0.629,105.8072,"Nov 27, 18",1.9345427740015353
2018-11-28,107.0349,110.4477,107.0052,110.2393,46788461,46788461,3.9485,3.715,109.0243,"Nov 28, 18",2.0435525640105356
2018-11-29,109.4556,110.2344,108.1659,109.3167,28123195,28123195,-0.922629,-0.837,109.3095,"Nov 29, 18",2.018080871106498
2018-11-30,109.8227,110.0905,108.4933,110.0112,33665624,33665624,0.694452,0.635,109.5112,"Nov 30, 18",2.0372550427105023
2018-12-03,112.1044,112.5211,109.8524,111.2017,34732772,34732772,1.1905,1.082,111.0979,"Dec 3, 18",2.070123079131765
2018-12-04,111.0528,111.7446,107.3539,107.6599,45196984,45196984,-3.5417,-3.185,109.158,"Dec 4, 18",1.9723389452411062
2018-12-06,104.9813,108.3742,104.1678,108.3246,49107431,49107431,0.664691,0.617,106.4533,"Dec 6, 18",1.9906903806121383
2018-12-07,107.5211,108.5826,103.4734,103.9893,45044937,45044937,-4.3354,-4.002,105.3455,"Dec 7, 18",1.8709988238737072
2018-12-10,103.9694,107.1242,103.0666,106.7373,40801525,40801525,2.748,2.643,105.2054,"Dec 10, 18",1.9468672523370685
2018-12-11,108.9298,110.0707,106.5885,107.7294,42381947,42381947,0.992074,0.929,108.3475,"Dec 11, 18",1.9742577428314279
2018-12-12,110.0112,110.3882,108.1758,108.2155,36183020,36183020,0.486117,0.451,109.2977,"Dec 12, 18",1.9876782825243096
2018-12-13,108.7115,109.9913,107.7691,108.5826,31333362,31333362,0.367067,0.339,108.5019,"Dec 13, 18",1.997813399004986
2018-12-14,107.3921,108.3941,104.6639,105.1897,47043136,47043136,-3.3929,-3.125,106.2611,"Dec 14, 18",1.9041401854193472
2018-12-17,104.5746,104.9615,100.9039,102.0746,56957314,56957314,-3.1151,-2.961,102.6139,"Dec 17, 18",1.81813664047531
2018-12-18,102.9277,103.6817,101.7075,103.146,49319196,49319196,1.0714,1.05,102.7524,"Dec 18, 18",1.8477164928245253
2018-12-19,102.8285,106.0329,100.5468,102.8682,68198186,68198186,-0.277781,-0.269,103.463,"Dec 19, 18",1.840046824182924
2018-12-20,102.2333,103.4833,97.9971,100.7055,70334184,70334184,-2.1627,-2.102,100.676,"Dec 20, 18",1.7803377083758969
2018-12-21,100.8246,102.1837,96.6876,97.4515,111242070,111242070,-3.254,-3.231,98.7298,"Dec 21, 18",1.6904993291110584
2018-12-24,96.9059,97.1936,93.2352,93.384,43935192,43935192,-4.0675,-4.174,94.9076,"Dec 24, 18",1.5782013550300107
2018-12-26,94.386,99.892,93.2153,99.763,51634793,51634793,6.379,6.831,97.0402,"Dec 26, 18",1.7543166043632632
2018-12-27,98.513,100.388,95.636,100.3781,49498509,49498509,0.615086,0.617,97.9902,"Dec 27, 18",1.771298653252569
2018-12-28,101.2809,101.5984,98.7313,99.5944,38169312,38169312,-0.783739,-0.781,100.0256,"Dec 28, 18",1.7496617946693318
2018-12-31,100.4872,101.5884,99.644,100.765,33173765,33173765,1.1706,1.175,100.5547,"Dec 31, 18",1.7819804199819993
2019-01-02,98.761,100.9436,98.1559,100.3186,35329345,35329345,-0.446433,-0.443,99.8597,"Jan 2, 19",1.7696559416464668
2019-01-03,99.3067,99.391,96.4297,96.6281,42578410,42578410,-3.6905,-3.679,97.4733,"Jan 3, 19",1.6677664091704723
2019-01-04,98.9297,101.6976,98.1459,101.1222,44060620,44060620,4.4941,4.651,100.6557,"Jan 4, 19",1.7918422113382995
2019-01-07,100.8345,102.4497,100.1797,101.2511,35656136,35656136,0.12897,0.128,101.4517,"Jan 7, 19",1.795400959674881
2019-01-08,102.2234,103.146,100.9073,101.9853,31514415,31514415,0.734135,0.725,101.9198,"Jan 8, 19",1.815671192636235
2019-01-09,103.0369,104.0488,102.4263,103.4436,32280840,32280840,1.4584,1.43,103.3471,"Jan 9, 19",1.855932811714881
2019-01-10,102.4019,102.9277,101.5686,102.7789,30067556,30067556,-0.664691,-0.643,102.4178,"Jan 10, 19",1.8375813763438487
2019-01-11,102.3722,102.6202,100.8345,101.9853,28314202,28314202,-0.793659,-0.772,101.5629,"Jan 11, 19",1.815671192636235
2019-01-14,101.0924,102.0563,100.4575,101.2412,28437079,28437079,-0.744057,-0.73,101.1341,"Jan 14, 19",1.7951276345505045
2019-01-15,101.6976,104.2174,101.0726,104.1778,31587616,31587616,2.9365,2.901,103.6561,"Jan 15, 19",1.876203044676234
2019-01-16,104.4258,105.4129,104.1282,104.5448,29853865,29853865,0.367068,0.352,104.6115,"Jan 16, 19",1.8863354002970685
2019-01-17,104.1678,105.78,103.9297,105.279,28393015,28393015,0.734136,0.702,104.8499,"Jan 17, 19",1.9066056332584222
2019-01-18,106.6083,107.0449,105.0706,106.8564,37427587,37427587,1.5774,1.498,106.3826,"Jan 18, 19",1.9501554364091152
2019-01-22,105.904,106.2512,104.029,104.8425,32371253,32371253,-2.0139,-1.885,105.0956,"Jan 22, 19",1.8945544800472665
2019-01-23,105.279,106.1917,104.5051,105.8643,25874294,25874294,1.0218,0.975,105.4299,"Jan 23, 19",1.9227649459147558
2019-01-24,106.0131,106.152,104.5051,105.3583,23164838,23164838,-0.505958,-0.478,105.1992,"Jan 24, 19",1.908794995113278
2019-01-25,106.3901,107.025,105.7452,106.3206,31218193,31218193,0.962313,0.913,106.3501,"Jan 25, 19",1.9353627493746652
2019-01-28,105.4179,105.6361,103.8305,104.2472,29476719,29476719,-2.0734,-1.95,104.2532,"Jan 28, 19",1.8781190814067135
2019-01-29,104.0488,104.1381,101.3603,102.1242,31490547,31490547,-2.123,-2.037,102.2819,"Jan 29, 19",1.819506026957036
2019-01-30,103.7909,105.5369,103.5032,105.5369,49471866,49471866,3.4127,3.342,104.7163,"Jan 30, 19",1.9137258907914285
2019-01-31,102.9774,104.3861,102.3623,103.6024,55636391,55636391,-1.9345,-1.833,103.5103,"Jan 31, 19",1.860317057144277
2019-02-01,102.9526,103.2749,101.5388,101.9654,35535690,35535690,-1.6369,-1.58,102.3044,"Feb 1, 19",1.815121781527639
2019-02-04,102.0547,104.9615,101.9555,104.902,31315282,31315282,2.9365,2.88,104.2549,"Feb 4, 19",1.8961971916533686
2019-02-05,105.2194,106.4199,105.1202,106.3702,27325365,27325365,1.4683,1.4,106.0228,"Feb 5, 19",1.9367321358563911
2019-02-06,106.152,106.152,104.6936,105.1897,20609759,20609759,-1.1806,-1.11,105.2478,"Feb 6, 19",1.9041401854193472
2019-02-07,104.3514,104.7532,103.4635,104.4357,29760697,29760697,-0.753976,-0.717,104.1994,"Feb 7, 19",1.8833233022092404
2019-02-08,103.5627,104.9417,103.434,104.8325,21461093,21461093,0.396829,0.38,104.2525,"Feb 8, 19",1.894278394063047
2019-02-11,105.3583,105.7353,104.1331,104.4159,18914123,18914123,-0.41667,-0.397,104.6436,"Feb 11, 19",1.8827766519604867
2019-02-12,105.2988,106.2909,104.644,106.0429,25056595,25056595,1.627,1.558,105.8482,"Feb 12, 19",1.9276958415929062
2019-02-13,106.648,106.9258,105.8643,105.9635,18394869,18394869,-0.079366,-0.075,106.2711,"Feb 13, 19",1.9255037188782074
2019-02-14,105.4675,106.4397,104.8226,106.0528,21784703,21784703,0.089287,0.084,105.8005,"Feb 14, 19",1.9279691667172825
2019-02-15,107.0548,107.4417,106.5115,107.3623,26606886,26606886,1.3095,1.235,107.0509,"Feb 15, 19",1.9641226263507512
2019-02-19,106.9357,107.7988,106.9258,107.3127,18038460,18038460,-0.049603,-0.046,107.3742,"Feb 19, 19",1.9627532398690255
2019-02-20,107.4622,107.5419,105.898,106.7548,21607671,21607671,-0.557888,-0.52,106.7422,"Feb 20, 19",1.947350402809451
2019-02-21,106.5058,109.0762,106.4759,109.0065,29063231,29063231,2.2517,2.109,108.2533,"Feb 21, 19",2.0095166838760266
2019-02-22,109.6441,110.7899,109.415,110.5607,27763218,27763218,1.5542,1.426,110.3374,"Feb 22, 19",2.052425967543332
2019-02-25,111.3478,111.7663,110.8497,111.1785,23750599,23750599,0.617713,0.559,111.304,"Feb 25, 19",2.069482559648377
2019-02-26,110.8497,112.8224,110.76,111.9456,21536733,21536733,0.76716,0.69,112.083,"Feb 26, 19",2.0906611154978108
2019-02-27,111.2781,111.9456,110.4711,111.7563,21487062,21487062,-0.189299,-0.169,111.4738,"Feb 27, 19",2.0854348078165463
2019-02-28,111.6268,112.4637,111.3179,111.6168,29083934,29083934,-0.139484,-0.125,111.7803,"Feb 28, 19",2.081583408336692
2019-03-01,112.4737,112.6032,111.2532,112.115,23501169,23501169,0.498156,0.446,111.9854,"Mar 1, 19",2.095338012070479
2019-03-04,112.6032,112.8323,110.3914,111.846,26608014,26608014,-0.269004,-0.24,111.6098,"Mar 4, 19",2.0879112990949906
2019-03-05,111.836,111.9755,110.8198,111.288,19538318,19538318,-0.557935,-0.499,111.295,"Mar 5, 19",2.072505701175574
2019-03-06,111.4574,112.2445,111.019,111.3379,17686996,17686996,0.049816,0.045,111.5106,"Mar 6, 19",2.073883370236827
2019-03-07,110.9892,111.1386,109.4598,109.9829,25338954,25338954,-1.355,-1.217,110.1114,"Mar 7, 19",2.0364737193751625
2019-03-08,108.7574,110.3017,108.3987,110.1024,22818430,22818430,0.119557,0.109,109.3312,"Mar 8, 19",2.0397729468865786
2019-03-11,110.5807,112.5334,110.5707,112.4139,26491618,26491618,2.3114,2.099,112.1083,"Mar 11, 19",2.103590222138783
2019-03-12,112.4039,113.5696,112.2344,113.201,26132717,26132717,0.787086,0.7,113.1182,"Mar 12, 19",2.1253209499566545
2019-03-13,113.7091,114.5759,113.3604,114.0777,35513771,35513771,0.876755,0.775,114.0783,"Mar 13, 19",2.149525408193128
2019-03-14,114.1176,114.7751,113.9084,114.1674,30763367,30763367,0.089668,0.079,114.2873,"Mar 14, 19",2.1520018994715713
2019-03-15,114.9146,116.8176,114.1674,115.4825,54630661,54630661,1.3151,1.152,115.6086,"Mar 15, 19",2.1883099672562025
2019-03-18,115.7416,117.1763,115.622,117.1364,31207596,31207596,1.6539,1.432,116.6841,"Mar 18, 19",2.2339718281861702
2019-03-19,117.6545,118.0032,116.5585,117.2161,37588697,37588697,0.079705,0.068,117.2072,"Mar 19, 19",2.2361722334803953
2019-03-20,116.9571,118.312,116.2796,117.0866,28113343,28113343,-0.129521,-0.11,117.1626,"Mar 20, 19",2.2325969199847604
2019-03-21,116.703,120.3744,116.6582,119.7766,29854446,29854446,2.69,2.297,118.7546,"Mar 21, 19",2.3068640497396515
2019-03-22,119.0593,119.149,116.6084,116.6183,33624528,33624528,-3.1583,-2.637,117.5474,"Mar 22, 19",2.219667813343788
2019-03-25,116.1301,117.5748,115.8934,117.2261,27067117,27067117,0.60775,0.521,116.9328,"Mar 25, 19",2.2364483194646145
2019-03-26,118.1825,118.2672,116.4191,117.4751,26097665,26097665,0.249078,0.212,117.27,"Mar 26, 19",2.2433228604716655
2019-03-27,117.4403,117.774,115.0955,116.3394,22733427,22733427,-1.1358,-0.967,116.2761,"Mar 27, 19",2.211967775243922
2019-03-28,117.0069,117.1464,115.7017,116.4988,18334755,18334755,0.15941,0.137,116.4057,"Mar 28, 19",2.2163685858323716
2019-03-29,117.6346,117.8836,116.5287,117.505,25399752,25399752,1.0063,0.864,117.2525,"Mar 29, 19",2.2441483575644803
2019-04-01,118.5113,118.6692,117.6644,118.5811,22789103,22789103,1.076,0.916,118.3499,"Apr 1, 19",2.2738579703262785
2019-04-02,118.6209,119.0394,118.0829,118.7504,18142297,18142297,0.169373,0.143,118.6434,"Apr 2, 19",2.278532106039105
2019-04-03,119.418,119.9859,118.7106,119.5276,22860744,22860744,0.777124,0.654,119.3754,"Apr 3, 19",2.2999895087326
2019-04-04,119.6571,119.7866,117.9434,118.9198,20112848,20112848,-0.607751,-0.508,118.7808,"Apr 4, 19",2.2832090026117733
2019-04-05,118.9497,119.7866,118.9298,119.4478,15826245,15826245,0.528046,0.444,119.4024,"Apr 5, 19",2.297786342578533
2019-04-08,119.3681,119.5774,118.2025,119.4877,15116186,15116186,0.039852,0.033,119.1908,"Apr 8, 19",2.298887925655566
2019-04-09,118.1925,119.0991,118.1427,118.8401,17611981,17611981,-0.647603,-0.542,118.7262,"Apr 9, 19",2.281008597317549
2019-04-10,119.3183,119.9061,119.0991,119.7467,16477169,16477169,0.906644,0.763,119.5747,"Apr 10, 19",2.3060385526468368
2019-04-11,120.0954,120.4043,119.4777,119.8862,14209121,14209121,0.139484,0.116,119.7791,"Apr 11, 19",2.309889952126691
2019-04-12,120.1951,120.5338,119.9261,120.5039,19745143,19745143,0.617713,0.515,120.2437,"Apr 12, 19",2.3269437833718936
2019-04-15,120.494,121.1316,120.1253,120.6036,15792572,15792572,0.099632,0.083,120.5773,"Apr 15, 19",2.3296963606345567
2019-04-16,121.1914,121.2014,119.6571,120.3246,14071787,14071787,-0.278968,-0.231,120.5492,"Apr 16, 19",2.3219935616748484
2019-04-17,120.7929,121.4006,120.0954,121.3209,19300938,19300938,0.996312,0.828,120.8396,"Apr 17, 19",2.34950000828258
2019-04-18,121.7394,123.0645,120.8544,122.915,27990998,27990998,1.5941,1.314,122.1735,"Apr 18, 19",2.3935108750269185
2019-04-22,122.1678,123.5427,122.118,123.3036,15648724,15648724,0.388562,0.316,123.0958,"Apr 22, 19",2.404239576373666
2019-04-23,123.6423,125.1169,123.3733,124.9774,24025521,24025521,1.6738,1.357,124.4353,"Apr 23, 19",2.45045084841223
2019-04-24,125.3261,125.3859,124.0608,124.549,31256980,31256980,-0.428414,-0.343,124.6469,"Apr 24, 19",2.4386233248482916
2019-04-25,129.5803,130.8855,128.3549,128.6737,38033892,38033892,4.1247,3.312,129.2321,"Apr 25, 19",2.5525005107590713
2019-04-26,129.2217,130.0339,128.5442,129.411,23654933,23654933,0.737271,0.573,129.1946,"Apr 26, 19",2.5728563303755325
